id,date,from,message,reply_to_message_id
291,2020-03-06 17:33:09,akki ( 685211740.0 ),Anyone here got .net course?? in pjp,
292,2020-03-06 17:52:07,Refrin ( 757416344.0 ),No,
299,2020-03-06 21:32:02,Bhavani ( 966450331.0 ),Yes,291.0
300,2020-03-06 21:37:48,Varun Surisetty ( 892249766.0 ),Pjp aenti,
301,2020-03-06 21:38:17,Varun Surisetty ( 892249766.0 ),"Sorry yeh "" pjp"" kya hey??",
303,2020-03-06 21:41:28,Varun Surisetty ( 892249766.0 ),"I know bjp 
Bharatiya janatha party",
304,2020-03-06 21:41:41,Nani.. ( 935902225.0 ),Oo,
305,2020-03-06 21:42:10,Nani.. ( 935902225.0 ),Pre joining program😊,303.0
306,2020-03-06 21:43:05,Nani.. ( 935902225.0 ),Chepanu kadaraaa babuu,301.0
307,2020-03-06 21:47:19,Praneti Kore ( 835217980.0 ),Guys what is process for turbo hiring?,
310,2020-03-06 22:23:38,Utsav Nath ( 531807195.0 ),the pjp option will open for me after i submit all the documents in bgv portal or before that??,
311,2020-03-06 22:24:02,Utsav Nath ( 531807195.0 ),any one who knows please help me..,
312,2020-03-06 22:24:53,ka;hoil ( 730583697.0 ),after submitting your all documents,
313,2020-03-06 22:25:08,Utsav Nath ( 531807195.0 ),"okay,thanks!!",
321,2020-03-07 23:41:43,Praneti Kore ( 835217980.0 ),Till when should we complete PBL course?,
322,2020-03-07 23:45:02,Arogyaswami Madanu ( 856976368.0 ),April 30,
323,2020-03-07 23:46:59,Praneti Kore ( 835217980.0 ),Complete?,
324,2020-03-07 23:47:34,Praneti Kore ( 835217980.0 ),There are a lot of exercises to be done,
325,2020-03-08 00:09:49,dinesh ( 1028913947.0 ),for phase 2 students ?,322.0
329,2020-03-08 08:28:41,Group Help ( 162726413.0 ),Welcome Peddareddygari ! This group is for Wipro selected candidates. Will provide more information  very soon.,328.0
334,2020-03-09 18:51:43,Aishwarya K ( 949450942.0 ), Know more about Quantum Computing.\n https://medium.com/@aishwaryakulkarni48/quantum-computing-aace57c200e3?sk=18cb7d439ded07e937febd665a9c563c,
335,2020-03-09 20:44:12,Shobhit Verma ( 626940960.0 ),I getting this error msg while uploading this,
336,2020-03-09 20:44:51,Praneti Kore ( 835217980.0 ),Looks like you have not uploaded it yet,
337,2020-03-09 20:49:09,Shobhit Verma ( 626940960.0 ),After uploading this error occurring,336.0
338,2020-03-09 20:49:16,Praneti Kore ( 835217980.0 ),No,
339,2020-03-09 20:49:21,Praneti Kore ( 835217980.0 ),I am taking about loa,
340,2020-03-09 20:49:51,Praneti Kore ( 835217980.0 ),Download template print it write name and signature,
341,2020-03-09 20:49:58,Praneti Kore ( 835217980.0 ),Upload printed copy,
342,2020-03-09 21:08:26,Shubham Chaudhary ( 546326555.0 ),Upload document in pdf format.,335.0
343,2020-03-09 21:21:34,Praneti Kore ( 835217980.0 ),Yes,
344,2020-03-09 21:24:42,Shobhit Verma ( 626940960.0 ),Ohk.. Thnx,343.0
345,2020-03-09 21:24:53,Shobhit Verma ( 626940960.0 ),👍,342.0
346,2020-03-09 21:31:14,shivani ( 721105467.0 ),In letter of authorisation what should I upload?,
348,2020-03-09 21:32:50,shivani ( 721105467.0 ),Template print?,
349,2020-03-09 22:01:52,Praneti Kore ( 835217980.0 ),Yes,
352,2020-03-10 13:26:37,Sagar Chaudhary ( 895925977.0 ),Mene aj submit kar diya background verification,
353,2020-03-10 13:26:44,Sagar Chaudhary ( 895925977.0 ),Uske bad kya karna ha ?,
354,2020-03-10 18:34:01,Opt ( 740332281.0 ),I didn't received documents mail what should i do now?,
357,2020-03-10 20:57:15,Refrin ( 757416344.0 ),Just wait,353.0
358,2020-03-10 21:06:47,Himanshu Jadon ( 842861536.0 ),I too bro,354.0
359,2020-03-10 21:13:26,Srikanth Sri ( 739904660.0 ),Did your bgv tab removed from ur synergy portal?? After submitting the documents,352.0
360,2020-03-10 21:16:21,Leelavathi Gopavaram ( 1139343400.0 ),yes,
363,2020-03-11 07:51:50,Sagar Chaudhary ( 895925977.0 ),Tes,359.0
364,2020-03-11 07:51:52,Sagar Chaudhary ( 895925977.0 ),Yes,
365,2020-03-11 09:00:20,Srikanth Sri ( 739904660.0 ),After few days they will contact you through mail for further process,364.0
366,2020-03-11 09:01:55,Sagar Chaudhary ( 895925977.0 ),After how many days ?,365.0
367,2020-03-11 09:52:38,Srikanth Sri ( 739904660.0 ),Few days,366.0
368,2020-03-11 09:57:08,Shobhit Verma ( 626940960.0 ),"I don't have passport ryt now, but i have applied.. Now what should I do ?

and what about FROM and TO date?.",
369,2020-03-11 11:39:53,Sagar Chaudhary ( 895925977.0 ),Today's date,368.0
372,2020-03-12 21:07:56,Refrin ( 757416344.0 ),Just wait. You will get it in 15 days,368.0
375,2020-03-13 00:22:41,Opt ( 740332281.0 ),Does scores of these pjp affect our joining,
376,2020-03-13 05:56:10,,No,
377,2020-03-13 10:59:47,@Ganesh Kumar Reddy ( 621792621.0 ),Are u done pjp course,375.0
378,2020-03-13 11:00:09,Opt ( 740332281.0 ),No,377.0
379,2020-03-13 11:00:14,Opt ( 740332281.0 ),Just asking,
380,2020-03-13 11:17:17,@Ganesh Kumar Reddy ( 621792621.0 ),Ok,
383,2020-03-13 13:04:44,Lalit ( 1031540854.0 ),Is it mandatory to do PJP,
384,2020-03-13 13:04:54,dinesh ( 1028913947.0 ),yes,383.0
385,2020-03-13 13:06:11,Lalit ( 1031540854.0 ),Some say no,
386,2020-03-13 13:06:15,Lalit ( 1031540854.0 ),Some yes,
387,2020-03-13 13:06:21,Lalit ( 1031540854.0 ),I am confused,
388,2020-03-13 13:22:18,shivani ( 721105467.0 ),If u can do it then u should,387.0
389,2020-03-13 13:45:00,ka;hoil ( 730583697.0 ),do it it help in you in future,
390,2020-03-13 13:45:52,ka;hoil ( 730583697.0 ),but i know some of my senior who didn't completed it and they got joining letter too.,
391,2020-03-13 18:36:54,shivani ( 721105467.0 ),It depends on your interest,389.0
392,2020-03-13 18:37:28,shivani ( 721105467.0 ),If u want to pursue your career with Java stream I mean u wanna have projects in java then it's beneficial for u,
394,2020-03-13 20:31:25,ka;hoil ( 730583697.0 ),is everyone getting java module?,
395,2020-03-13 20:57:57,Praneti Kore ( 835217980.0 ),I am getting it,
399,2020-03-14 18:32:37,Anmol Gupta ( 923245420.0 ),Anyone with .Net ?,
400,2020-03-14 20:41:30,akki ( 685211740.0 ),Yes I,399.0
401,2020-03-15 14:07:05,It's R ( 650991866.0 ),How we can access pjp program,
402,2020-03-15 14:08:59,ka;hoil ( 730583697.0 ),your resume no. is username and your password as well,
403,2020-03-15 14:09:27,Sagar Chaudhary ( 895925977.0 ),Wipro ne mail kiya tha ?,401.0
404,2020-03-15 14:09:30,Sagar Chaudhary ( 895925977.0 ),Iske regarding,
405,2020-03-15 21:38:53,Lalit ( 1031540854.0 ),Anyone with python in pjp ?,
407,2020-03-16 09:13:09,It's R ( 650991866.0 ),Ha...join karne ke liye bola hain,403.0
408,2020-03-16 10:01:48,Sagar Chaudhary ( 895925977.0 ),Actually i submitted the documents on 10th march,407.0
409,2020-03-16 10:02:04,Sagar Chaudhary ( 895925977.0 ),After how many days i will get the mail?,
410,2020-03-16 10:03:02,ka;hoil ( 730583697.0 ),depends upon audit team and their work,409.0
411,2020-03-16 10:03:33,Sagar Chaudhary ( 895925977.0 ),Okok,410.0
417,2020-03-17 12:35:25,Refrin ( 757416344.0 ),Did anyone get any mail about the PJP assessments ?,
422,2020-03-17 12:41:14,akki ( 685211740.0 ),Doesn't get any mail but get the text message to phone to start the assignment,417.0
423,2020-03-17 12:43:22,Refrin ( 757416344.0 ),Okay. When did you get your PJP mail ?,422.0
424,2020-03-17 12:43:51,akki ( 685211740.0 ),February starting week,
425,2020-03-17 12:47:54,Maunish Shah ( 555947716.0 ),Still I don't get any PJP mail,
426,2020-03-17 12:48:06,Maunish Shah ( 555947716.0 ),I am from 2nd phase,
428,2020-03-17 13:22:41,Refrin ( 757416344.0 ),Wait a month.,425.0
429,2020-03-17 14:07:12,Maunish Shah ( 555947716.0 ),"Okie!
But last date to submit PJP is 30th April...",
440,2020-03-17 23:25:14,Refrin ( 757416344.0 ),No dates,429.0
441,2020-03-18 08:28:05,Mohan ( 670439631.0 ),Is there any exam,
442,2020-03-18 08:28:12,Mohan ( 670439631.0 ),After,
443,2020-03-18 08:28:23,Mohan ( 670439631.0 ),The pjp completion,
444,2020-03-18 09:01:03,Mohan ( 670439631.0 ),Just we need practice in pjp right,
445,2020-03-18 09:01:21,Mohan ( 670439631.0 ),There is ntg like to upload,
448,2020-03-18 13:48:49,Maunish Shah ( 555947716.0 ),Anyone got Java as core?,
449,2020-03-18 13:49:39,ka;hoil ( 730583697.0 ),me,448.0
450,2020-03-18 14:15:23,Diya Divya ( 1127515409.0 ),Me also,448.0
453,2020-03-18 19:02:06,Refrin ( 757416344.0 ),PJP mails will be disbursed today for some candidates. Please check your emails if you haven't got one yet.,
455,2020-03-18 19:05:35,akki ( 685211740.0 ),Not receiving any mail yet,453.0
456,2020-03-18 19:06:00,Refrin ( 757416344.0 ),Not everyone will get. Only some people will get the emails today.,455.0
457,2020-03-18 19:08:59,Sagar Chaudhary ( 895925977.0 ),Got,453.0
458,2020-03-18 19:18:41,Mohit Jindal ( 611389237.0 ),What about turbo result ?,
462,2020-03-18 21:22:02,Maunish Shah ( 555947716.0 ),"Yes I got!!
But in that they mentioned last date as 30th April.
And previously you said there is no ending date..
What is right?",453.0
463,2020-03-18 21:31:15,Refrin ( 757416344.0 ),Can u send me screenshot about the mention ?,462.0
466,2020-03-19 02:00:47,@Ganesh Kumar Reddy ( 621792621.0 ),Me too,450.0
467,2020-03-19 09:12:20,Varun Surisetty ( 892249766.0 ),Anybody got java stream ???,
468,2020-03-19 09:14:50,Reethika Shetty ( 735502485.0 ),Ya I got,467.0
471,2020-03-19 13:06:59,,Everyone,
472,2020-03-19 13:43:05,Opt ( 740332281.0 ),Do we need to do quiz and scores in quizes matter??,
473,2020-03-19 13:53:16,Opt ( 740332281.0 ),How to upload the solutions of exercise??,
474,2020-03-19 14:40:14,,Yes,472.0
475,2020-03-19 14:42:57,Opt ( 740332281.0 ),Ok,
478,2020-03-19 17:02:36,akki ( 685211740.0 ),Any one receiving the mail regarding turbo result ?,
479,2020-03-19 17:09:56,Saumya ( 853933852.0 ),Me,467.0
482,2020-03-19 17:38:07,Itzsai1999 ( 590658060.0 ),Any one got python,
483,2020-03-19 18:08:23,Arshad Mohammad ( 793293878.0 ),You have code completion tracker...go there and you'll know about it...,473.0
484,2020-03-19 18:08:37,Arshad Mohammad ( 793293878.0 ),Yes...I got,467.0
485,2020-03-19 19:11:02,@Ganesh Kumar Reddy ( 621792621.0 ),Me,479.0
489,2020-03-19 19:48:21,@Ganesh Kumar Reddy ( 621792621.0 ),Declare integer,487.0
498,2020-03-20 20:44:08,Sayan Ghosh ( 1019444942.0 ),Still got no mail 😕,453.0
499,2020-03-20 20:54:18,Refrin ( 757416344.0 ),When did you receive your loi email ?,498.0
500,2020-03-20 21:00:52,Sayan Ghosh ( 1019444942.0 ),13th Feb 2020,499.0
501,2020-03-20 21:02:32,Refrin ( 757416344.0 ),Check your email again....once check spam folder too,500.0
502,2020-03-20 21:03:07,Refrin ( 757416344.0 ), http://59.162.104.101:25000/PBLApp/ \n\n\n\nId and password..both are your resume number\n\n\nTry once,500.0
503,2020-03-20 21:09:09,Sayan Ghosh ( 1019444942.0 ),I only got this mail and nothing else regarding the pjp,501.0
505,2020-03-20 21:21:01,Refrin ( 757416344.0 ),Wait,
506,2020-03-20 21:26:25,Sayan Ghosh ( 1019444942.0 ),Ok,
507,2020-03-20 22:21:03,Shubham Chaudhary ( 546326555.0 ),This mail is nothing but PJP mail😅,503.0
509,2020-03-20 22:22:08,Sayan Ghosh ( 1019444942.0 ),"Yeah !!!
I only this mail and nothing😶",507.0
510,2020-03-20 22:22:31,Shubham Chaudhary ( 546326555.0 ),"Yes, We all have got this mail only",
511,2020-03-20 22:22:53,Shubham Chaudhary ( 546326555.0 ), http://59.162.104.101:25000/PBLApp/ \n\nJust go to this site and use pjp access.,
512,2020-03-20 22:23:44,Shubham Chaudhary ( 546326555.0 ),Use resume no. for both ID and pass,
513,2020-03-20 22:41:40,Sai Yashwanth ( 725232627.0 ),Any one wtn students,
514,2020-03-20 22:42:03,Sai Yashwanth ( 725232627.0 ),Wipro talent next,
515,2020-03-20 22:48:50,Mohit Jindal ( 611389237.0 ),What's that,
516,2020-03-20 22:48:52,Mohit Jindal ( 611389237.0 ),?,
517,2020-03-20 22:57:25,Sayan Ghosh ( 1019444942.0 ),Okay,510.0
520,2020-03-21 07:09:06,,This is it. Go ahead,503.0
521,2020-03-21 07:09:26,,Open this link and login accordingly,502.0
523,2020-03-21 07:51:05,,Can anyone view any content in the discussion forum. I can see no threads,
526,2020-03-21 15:00:05,Itzsai1999 ( 590658060.0 ),Python PJP aypoynda anyone,
527,2020-03-21 15:11:57,Sravan Kumar Reddy ( 884231742.0 ),Ledu bro,
531,2020-03-21 17:50:12,Group Help ( 162726413.0 ), Adora [ 1128686661 ] is spamming a group or a channel. \n Action: Warn (1/3) ❕,
533,2020-03-21 20:57:04,Kiran Kasulwar ( 584141411.0 ),"Any one solved this....?
From jave stream",
534,2020-03-21 20:58:50,Itzsai1999 ( 590658060.0 ),I  got python PJP but I have some java codes just check,
536,2020-03-21 23:24:03,Ammu Reddy ( 728635199.0 ),I also have the same question. Please anyone help,533.0
546,2020-03-22 12:30:31,Adarsh Sharma ( 441449211.0 ),Did any one get python pjp... Please respond...??,
547,2020-03-22 12:31:14,Refrin ( 757416344.0 )," Guvi,  IIT-M startup is providing free courses in the wake of Covid-19. \nPay nothing, enroll and learn at your pace.\n\n https://www.guvi.io/#",
554,2020-03-22 18:05:15,@Ganesh Kumar Reddy ( 621792621.0 ),Anyone got Java stream in pjp,
555,2020-03-22 18:08:20,Srikanth Sri ( 739904660.0 ),Yes,554.0
556,2020-03-22 18:23:52,Sravan Kumar Reddy ( 884231742.0 ),Yes,554.0
557,2020-03-22 18:28:01,Ammu Reddy ( 728635199.0 ),Yes,554.0
558,2020-03-22 18:29:53,Sowmya ( 888143487.0 ),Yes,554.0
559,2020-03-22 18:30:35,Sravan Kumar Reddy ( 884231742.0 ),In this how many already started the course,
560,2020-03-22 18:32:20,Ammu Reddy ( 728635199.0 ),No😑,
561,2020-03-22 18:33:10,Sravan Kumar Reddy ( 884231742.0 ),. Shall we all join in a seperate group.... Nd start our course,
562,2020-03-22 18:34:05,Sagar Chaudhary ( 895925977.0 ),Yes sure,561.0
563,2020-03-22 18:34:41,Sowmya ( 888143487.0 ),Yea!!,561.0
564,2020-03-22 18:35:05,@Ganesh Kumar Reddy ( 621792621.0 ),Yaa,563.0
565,2020-03-22 18:35:29,Think ( 1033178713.0 ),Yeah,
566,2020-03-22 18:36:13,Sagar Chaudhary ( 895925977.0 ),"Make k separate grp fr java ,php, .net",
567,2020-03-22 18:36:17,Sagar Chaudhary ( 895925977.0 ),A*,566.0
571,2020-03-22 18:37:26,Ammu Reddy ( 728635199.0 ),Ok,561.0
572,2020-03-22 18:38:30,Sravan Kumar Reddy ( 884231742.0 ),Search with this name,570.0
573,2020-03-22 18:40:03,@Ganesh Kumar Reddy ( 621792621.0 ),Share link,572.0
